Country,1970_co2_total,1971_co2_total,1972_co2_total,1973_co2_total,1974_co2_total,1975_co2_total,1976_co2_total,1977_co2_total,1978_co2_total,1979_co2_total,1980_co2_total,1981_co2_total,1982_co2_total,1983_co2_total,1984_co2_total,1985_co2_total,1986_co2_total,1987_co2_total,1988_co2_total,1989_co2_total,1990_co2_total,1991_co2_total,1992_co2_total,1993_co2_total,1994_co2_total,1995_co2_total,1996_co2_total,1997_co2_total,1998_co2_total,1999_co2_total,2000_co2_total,2001_co2_total,2002_co2_total,2003_co2_total,2004_co2_total,2005_co2_total,2006_co2_total,2007_co2_total,2008_co2_total,2009_co2_total,2010_co2_total,2011_co2_total,2012_co2_total,2013_co2_total,2014_co2_total,2015_co2_total,2016_co2_total,2017_co2_total,2018_co2_total,2019_co2_total,2020_co2_total,2021_co2_total,1970_surface_temperature,1971_surface_temperature,1972_surface_temperature,1973_surface_temperature,1974_surface_temperature,1975_surface_temperature,1976_surface_temperature,1977_surface_temperature,1978_surface_temperature,1979_surface_temperature,1980_surface_temperature,1981_surface_temperature,1982_surface_temperature,1983_surface_temperature,1984_surface_temperature,1985_surface_temperature,1986_surface_temperature,1987_surface_temperature,1988_surface_temperature,1989_surface_temperature,1990_surface_temperature,1991_surface_temperature,1992_surface_temperature,1993_surface_temperature,1994_surface_temperature,1995_surface_temperature,1996_surface_temperature,1997_surface_temperature,1998_surface_temperature,1999_surface_temperature,2000_surface_temperature,2001_surface_temperature,2002_surface_temperature,2003_surface_temperature,2004_surface_temperature,2005_surface_temperature,2006_surface_temperature,2007_surface_temperature,2008_surface_temperature,2009_surface_temperature,2010_surface_temperature,2011_surface_temperature,2012_surface_temperature,2013_surface_temperature,2014_surface_temperature,2015_surface_temperature,2016_surface_temperature,2017_surface_temperature,2018_surface_temperature,2019_surface_temperature,2020_surface_temperature,2021_surface_temperature
Kenya,3.77065742,3.770534963,3.941619067,4.07936601,4.119468564,4.058029276,4.605615152,4.924366511,4.92710276,4.868780202,5.216520286,5.190333276,4.860579824,4.541844114,5.255975021,5.400974126,6.031565146,6.271531819,6.237895454,6.584167425,6.476098092,6.226074833,6.307945271,6.200704165,6.179365851,6.674067076,7.307081653,7.051512793,7.599391042,7.805924414,8.620895803,8.03990635,7.838032769,7.01241502,7.966243185,8.871651604,9.839815899,9.873683588,10.45990527,12.18433464,13.20943525,13.50665702,12.63113576,14.50116034,15.4287352,17.5889748,19.8136292,19.63919349,18.26140686,22.98079238,21.10895927,22.43026178,0.181,-0.272,0.216,0.535,-0.069,-0.067,0.229,0.216,-0.023,0.055,0.561,0.183,0.297,0.609,0.173,-0.057,0.133,0.73,0.589,-0.208,-0.05,0.258,0.406,0.048,0.488,0.356,0.366,0.415,0.25,0.24,0.521,0.602,0.734,0.879,0.648,0.762,0.89,0.634,0.824,1.293,1.106,1.137,1.026,0.93,1.024,1.164,1.237,1.5,0.675,1.624,1.344,1.421
Cambodia,0.212931482,0.216896985,0.232300497,0.283112173,0.321041537,0.271627132,0.268097115,0.28067704,0.258838187,0.271695062,0.291637613,0.303578391,0.328298761,0.367721006,0.368459048,0.406669542,0.354458324,0.401705222,0.433216954,0.418617404,0.423988483,0.455832761,0.460708704,0.451838799,0.475007887,1.501694669,1.666917048,1.779585445,1.994305388,1.942675664,2.001251793,2.187534398,2.247958708,2.417980639,2.419247099,2.700714236,3.007763969,3.69699023,4.09737621,4.873745659,5.157765101,5.362895952,5.629535207,5.6905685,7.029524514,8.523687199,10.60237728,11.89042142,13.37639881,16.16510089,16.4817471,16.9550226,0.069,-0.468,0.007,0.36,-0.343,-0.019,-0.485,0.104,0.29,0.479,0.417,0.389,0.15,0.537,0.194,0.348,0.128,0.694,0.415,0.324,0.674,0.597,0.556,0.425,0.496,0.738,0.357,0.393,1.414,0.409,0.296,0.571,0.836,0.711,0.594,0.781,0.767,0.604,0.43,0.453,1.225,0.424,0.875,1.005,0.614,1.081,1.473,1.095,0.787,1.552,1.401,0.912
Kiribati,0.018964383,0.018969648,0.020219424,0.024294607,0.029781778,0.024631608,0.02427564,0.025627487,0.025437826,0.02732691,0.02941733,0.029122337,0.028697316,0.028384998,0.012848755,0.014190343,0.012722168,0.016936149,0.017080361,0.016475202,0.016670696,0.017016801,0.016999498,0.016649109,0.017505424,0.016801361,0.017210999,0.018252624,0.018907068,0.018372234,0.035616972,0.031185874,0.045310042,0.046718377,0.048736044,0.063587656,0.068055153,0.059373179,0.069166447,0.062273889,0.062076757,0.059096589,0.057427495,0.058348342,0.05747412,0.059127288,0.062199058,0.069678706,0.069802755,0.072119898,0.07249468,0.075164622,0.111,-0.442,-0.294,0.145,-0.144,-0.225,-0.218,0.145,0.247,0.171,0.214,0.253,0.179,0.122,-0.138,0.062,0.328,0.11,0.073,-0.203,0.222,0.251,0.144,-0.192,0.096,0.404,0.291,0.087,0.498,-0.142,0.125,0.406,0.508,0.591,1.576,0.847,0.571,0.547,0.25,0.603,0.312,0.328,0.428,0.628,0.768,0.902,1.229,1.041,0.947,0.949,1.425,1.857
Kuwait,38.33041819,40.69404289,41.31798967,36.97980827,30.10760732,25.77289975,26.39680503,26.02871749,30.02036267,34.46771678,32.33491216,30.6618815,32.79189538,35.37872005,36.04637226,40.77664201,43.87740723,47.14079522,56.64198598,66.15330939,32.38155297,38.54370476,26.9105918,34.1321511,40.5710798,40.1482936,39.48236823,41.58739724,46.16462488,49.75025391,54.33230813,57.36717444,59.9677819,63.0255527,67.06209022,75.23703717,77.87592587,76.1209641,81.53224878,83.36747928,86.3374067,89.67531029,90.53893009,92.94825978,91.05888756,94.47249712,97.07901065,96.00296445,96.12749684,96.7001173,91.12209856,98.08298568,0.514,-0.178,-0.766,-0.274,-0.341,-0.254,-0.649,0.366,0.036,1.291,0.497,0.418,-0.142,-0.622,0.256,0.003,0.467,0.723,0.449,0.141,0.396,0.535,-0.523,-0.095,0.993,0.217,0.929,0.528,1.346,2.064,1.28,1.27,1.604,1.564,1.519,0.724,1.911,1.085,1.434,1.323,2.602,1.373,1.562,1.349,1.451,2.104,1.695,1.962,2.358,1.895,1.975,2.676
Lebanon,5.384180217,5.474426956,5.990705696,7.400767052,7.532083943,6.714144875,6.290579455,5.469837628,6.621380354,7.444192963,7.522660587,7.61792582,5.604397683,5.984013907,6.114671671,7.126892276,7.525036932,7.694938901,5.936354948,5.977436306,5.977527008,7.413088278,7.962991907,11.39797613,12.52623722,14.51162644,15.06506378,16.550863,16.43329147,16.94221421,15.29858013,16.51435151,16.46488991,16.47309503,16.68998285,16.60376297,16.14525532,14.92477805,18.2963488,21.58392157,20.65940713,20.98923464,23.44172413,23.08967291,24.97401368,26.88423815,27.85180165,29.28109369,27.51739766,27.73921116,24.97217311,25.76891099,0.389,-0.306,-0.675,-0.535,-0.226,-0.253,-0.667,0.094,0.019,0.693,-0.229,0.017,-0.496,-0.958,-0.081,-0.015,0.233,-0.229,0.019,0.129,0.059,0.411,-1.017,-0.433,1.048,0.044,0.39,-0.103,1.001,1.1,0.544,1.146,0.833,0.626,0.647,0.28,0.72,0.728,0.989,0.844,2.353,0.663,1.045,1.26,1.051,1.383,1.629,1.023,2.154,1.412,1.623,2.039
Liberia,1.190074933,1.184574856,1.177687374,1.213396413,1.302221348,1.376171864,1.325361011,1.353087524,1.363295343,1.544314225,1.589970794,1.36135623,1.280360273,1.316285141,1.180577967,1.198663861,0.968901488,0.927095622,1.109665252,0.841845393,0.45264292,0.301149263,0.279687407,0.299345737,0.299504562,0.308314453,0.332078386,0.337835986,0.358806612,0.37107624,0.460826481,0.512365061,0.507439959,0.546511991,0.600693142,0.746454726,0.777689697,0.722915383,0.608135022,0.56326392,0.86004936,0.88551974,0.968633501,0.895814504,1.158481604,1.19224871,1.305953844,1.192710614,1.337986403,1.362094461,1.345091088,1.443499541,0.272,-0.131,0.025,0.504,0.023,-0.121,-0.193,0.237,0.246,0.55,0.417,0.171,0.249,0.536,0.388,0.282,0.173,0.951,0.824,0.364,0.581,0.52,0.246,0.529,0.533,0.653,0.587,0.972,1.297,0.781,0.56,0.513,0.875,0.938,0.911,1.108,1.119,1.041,1.131,1.365,1.42,1.102,0.869,0.983,0.934,1.288,1.412,1.539,1.306,1.494,1.593,1.474
Libya,39.32042951,27.42187246,20.52858746,19.20404073,12.88400981,16.13346836,20.77465859,22.45221801,24.13679209,26.96571594,27.92266275,24.99807928,28.06695823,26.4873227,26.96159816,25.14723446,28.57406028,27.99588161,29.44852795,28.73456663,32.57027482,32.7692959,34.18177169,36.40988976,42.41052226,48.06640389,50.56111551,46.83778082,46.38221166,47.75028094,49.27887862,48.6950715,49.87599452,53.74294146,53.15123309,57.6477169,57.40750357,53.68030814,57.08262138,60.22204083,63.61233435,44.74506047,62.13737492,61.45144447,60.56802425,53.79789332,53.42768203,57.38501208,59.13995157,59.27247661,48.89253566,63.27811872,-0.223,-0.195,0.179,-0.188,-0.132,-0.449,-0.55,0.246,-0.26,0.302,-0.051,0.022,0.136,-0.332,-0.076,0.099,0.236,0.06,1.051,-0.006,0.557,0.231,-0.404,0.306,0.47,0.344,0.541,0.472,0.76,1.248,0.306,1.291,0.905,0.95,0.745,0.717,0.81,0.86,0.879,0.764,2.074,0.819,0.77,1.24,1.237,0.711,1.587,0.525,1.737,0.92,1.174,1.924
Sri Lanka,3.129529921,3.181186313,3.794394196,3.956709667,3.407979519,2.997527745,3.066181657,3.305645008,3.905214376,4.223836845,4.219338654,4.348170818,4.948812961,5.052313129,4.429683536,4.032255186,3.99161923,4.573922381,4.402464176,4.189407216,4.250482009,4.437760399,5.523770765,5.408024946,6.222996252,6.256749525,8.818317229,8.796527273,9.087447951,10.03179814,11.46690945,11.37478444,11.89893257,12.86706615,13.29614904,14.53525446,13.04178307,14.28663774,13.59839898,13.06962222,13.83088153,16.27724543,17.76754228,15.37268674,18.58128226,21.55558435,23.06232304,24.54679201,22.99984065,25.51065563,24.5365984,23.86251312,0.125,-0.334,-0.103,0.413,-0.245,-0.183,-0.117,0.038,0.091,0.327,0.419,0.151,0.137,0.637,-0.02,0.077,0.158,0.685,0.704,0.219,0.569,0.516,0.214,0.217,0.305,0.575,0.402,0.559,1.187,0.355,0.462,0.698,0.852,0.759,0.673,0.722,0.496,0.496,0.421,0.783,1.105,0.739,0.977,0.862,0.997,1.006,1.369,1.095,0.823,1.275,1.315,1.034
Morocco,7.4879356,7.533943102,8.224503559,9.394080091,10.25116996,10.86488107,11.91062643,13.14176573,14.05340737,15.226645,15.68904679,15.7989056,16.50477039,17.36706145,17.53913408,18.26344685,18.75607867,19.2148057,20.23875549,21.86473615,22.45365954,23.54872361,25.22890723,25.95801505,28.11771821,29.25817653,28.91449416,30.43207293,31.17074189,32.79738821,33.50157382,36.93455926,38.18657015,38.00611075,41.82646279,44.44302051,45.54777846,46.18540374,49.05851371,48.9353823,52.02647155,56.26384907,58.51250726,58.49447886,59.71583855,61.39413714,61.41790398,64.56737653,66.40423349,72.41635248,67.42611802,73.96805538,0.108,-0.775,-1.303,0.062,-0.402,-0.221,-0.819,0.041,0.316,0.438,0.548,0.414,0.431,0.724,0.208,0.797,0.19,0.993,0.837,0.665,1.409,0.133,0.246,0.222,1.019,1.174,0.936,1.271,1.483,0.976,0.845,1.745,1.108,1.593,1.029,1.188,1.389,0.93,1.069,1.16,2.02,1.698,1.299,1.233,1.603,1.115,1.84,2.131,0.597,1.466,2.107,1.798
Maldives,0.009955713,0.009993282,0.010656198,0.012734634,0.015521244,0.012990909,0.012856823,0.013578172,0.013530783,0.014525717,0.015625082,0.01552644,0.015366252,0.015265705,0.05139281,0.056788306,0.0568667,0.064611531,0.078922916,0.076111794,0.09324015,0.094209208,0.095096643,0.108490272,0.238198641,0.309190823,0.319029132,0.292631901,0.333534002,0.323796043,0.684035093,0.588208624,0.701290659,0.599429602,0.770925368,0.703310691,0.856469803,0.841326685,0.958986811,1.050591101,1.065751787,1.180428256,1.475567446,1.565401631,2.066184561,1.499127548,1.581247831,1.613566459,1.834918735,2.116841045,2.127704546,2.206366509,0.365,-0.007,0.21,0.574,-0.148,-0.318,0.005,0.011,-0.158,0.073,0.15,0.092,0.269,0.413,0.169,-0.072,0.149,0.595,0.787,-0.005,0.528,0.566,0.174,0.209,0.409,0.681,0.418,0.573,0.917,0.297,0.255,0.46,0.618,0.518,0.387,0.775,0.317,0.363,0.169,0.53,0.683,0.561,0.573,0.662,0.766,0.982,1.555,1.126,0.84,1.131,1.17,1.122
Mexico,121.3919958,121.8873478,134.0333602,144.143433,159.1502295,167.5031279,178.707466,184.7916061,206.6791111,218.8275258,242.1534059,260.4091963,278.1717679,262.4917704,266.5324917,275.6205852,271.2539045,282.8619697,281.5618049,294.8572664,291.0374187,308.8252757,312.7965491,320.7823253,346.3967315,326.6695635,342.6386132,361.8317322,384.2629566,373.4187405,397.9682551,395.7776411,401.8348626,421.9823396,431.7163437,448.8612978,465.4761095,472.4794414,473.8905359,464.1218206,479.3744501,489.196071,508.5007314,495.6949496,482.752772,491.4831721,498.8182219,501.2235548,484.649408,481.4642266,401.125707,418.3479391,-0.3,-0.066,0.304,-0.167,-0.088,-0.332,-0.495,-0.012,0.166,-0.08,0.38,0.162,0.573,0.024,-0.102,0.097,0.298,-0.119,0.174,0.493,0.274,0.268,0.086,0.327,0.711,0.81,0.567,0.5,0.736,0.642,0.634,0.549,0.73,0.894,0.365,0.806,0.93,0.503,0.558,1.053,0.306,1.026,0.948,0.798,0.911,1.141,1.346,1.629,1.24,1.378,1.726,1.163
Mali,0.309409819,0.30858543,0.309516574,0.322085825,0.340216198,0.360792958,0.342997115,0.34876614,0.348347176,0.381835556,0.39813785,0.487828753,0.359871465,0.36403865,0.359173523,0.391353012,0.329480568,0.470204608,0.266635742,0.442752295,0.401719868,0.477018465,0.450817628,0.441372205,0.442535461,0.454716001,0.491235867,0.503091548,0.52164024,0.535669658,0.931002385,0.944261772,0.967576799,0.98774616,1.025783213,1.062822865,1.258540838,1.487435174,1.713712274,2.173108976,2.17141638,2.180922581,2.266464402,2.66021336,2.836561882,3.39229489,4.238826095,4.867448755,5.017227375,5.591457612,5.520969885,5.921716039,0.365,-0.007,0.278,0.508,-0.435,-0.471,-0.374,0.362,0.36,0.646,0.97,0.395,0.264,0.83,0.609,0.512,0.304,1.081,0.784,0.107,0.903,0.685,0.194,1.026,0.206,0.57,1.161,0.87,1.214,0.375,0.647,0.583,1.246,1.238,1.214,1.396,1.097,0.933,0.548,0.96,1.63,1.207,0.426,0.969,0.787,1.017,1.089,1.347,1.04,1.089,1.01,1.687
Malta,0.712615726,0.71259103,0.885828045,0.851871572,0.782491083,0.707376711,0.794337657,0.83863269,0.972078726,0.948392839,1.050624213,1.185174934,1.352513174,1.010432651,1.367670842,1.198854286,1.912925364,2.004247332,2.176980847,2.35762246,2.351418687,2.248033465,2.206269564,2.843906051,2.545520881,2.417028722,2.366078261,2.514903743,2.415776108,2.450291473,2.162246757,2.524737369,2.354255452,2.64165412,2.639105469,2.670279331,2.701722547,2.762335901,2.765639603,2.545417465,2.633334581,2.606431733,2.772479629,2.428511449,2.414631368,1.716319251,1.411538229,1.58093383,1.613083851,1.718574941,1.623964846,1.745432648,-0.144,-0.272,-0.294,-0.003,-0.251,-0.383,-0.706,0.304,-0.602,0.036,-0.504,-0.344,0.623,0.037,-0.267,0.426,0.4,0.525,1.194,0.206,1.235,0.147,0.275,0.625,1.421,0.461,0.639,1.054,0.876,1.268,1.055,1.669,0.942,1.401,0.699,0.67,0.996,1.398,1.271,1.08,1.243,1.013,1.44,1.343,1.507,1.403,1.748,1.224,1.441,1.29,1.643,2.123
